web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,detail,nombre_chambre,nombre_salle_bain,superficie,adresse,ville,prix,image_link-src
"1707690373-27","https://www.expat-dakar.com/appartements-meubles?page=95","Appartement meublé sur Dakar Ngor almadies
4 chambre
Almadies,
Dakar

15. nov. '22, 16:21

1 800 000 F Cfa

775515601","https://www.expat-dakar.com/annonce/appartement-meuble-sur-dakar-ngor-almadies-4957224","Appartement meublé sur Dakar Ngor almadies","4","","","Almadies","Dakar","1 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4eda127b2eefeb28b8665f123db0b13f/-/horizon-files-prod/ed/picture/qvne5wk/138df55db4529feebb6e485abcd1d7ccde2e9674.jpg"
"1707690376-28","https://www.expat-dakar.com/appartements-meubles?page=95","Appartement meublé à louer

Yoff,
Dakar

8. nov. '22, 11:33

Vendeur vérifié

20 000 F Cfa

778656957

709532371","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-2881742","Appartement meublé à louer","","","","Yoff","Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f6347c570ae84128a44843849dd7d18b/-/horizon-files-prod/ed/picture/qej9zd9/dce16bcc4f96c10cc1fe35a45b6fffa2ba06bf38.jpg"
"1707690376-55","https://www.expat-dakar.com/appartements-meubles?page=5","Magnifique F2 meublés aux almadies
1 chambre100 m²
Almadies,
Dakar

vendredi, 12:52

45 000 F Cfa

777758713

777758713","https://www.expat-dakar.com/annonce/magnifique-f2-meubles-aux-almadies-5627905","Magnifique F2 meublés aux almadies","1","1","100 m²","Almadies","Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/570a46f39fdc1d90f104abde8af2d668/-/horizon-files-prod/ed/picture/qngd5zmm/f5fc37db6c497d5b0e98af0f8c2a7bfd97fa7299.jpg"
"1707690378-56","https://www.expat-dakar.com/appartements-meubles?page=5","Studio meublé à louer à Ouest Foire
1 chambre
Yoff,
Dakar

vendredi, 12:58

20 000 F Cfa

707330571

772703325","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-a-ouest-foire-2728407","Studio meublé à louer à Ouest Foire","1","","","Yoff","Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bd422a2afe748d43c5a6ec419febc8ec/-/horizon-files-prod/ed/picture/migrated/qd06kgg/3a80e3f353bf1eded096dda1a6e0838d9f0b4bc6.jpg"
"1707690379-29","https://www.expat-dakar.com/appartements-meubles?page=95","Appartement meublé de standing à louer aux Almadies
2 chambre
Almadies,
Dakar

24. nov. '22, 17:35

50 000 F Cfa

781201590

776603485","https://www.expat-dakar.com/annonce/appartement-meuble-de-standing-a-louer-aux-almadies-5224747","Appartement meublé de standing à louer aux Almadies","2","","","Almadies","Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0ebfdb898612641572173f45842c6c8f/-/horizon-files-prod/ed/picture/q0gpnvqz/ef6bbabed6c36cb85fc87742133142ad65d453e4.jpg"
"1707690381-30","https://www.expat-dakar.com/appartements-meubles?page=95","Superbe appartement meublé à la cité Mixta
2 chambre
Cite Mixta,
Dakar

25. nov. '22, 15:59

45 000 F Cfa

781201590

776603485","https://www.expat-dakar.com/annonce/superbe-appartement-meuble-a-la-cite-mixta-5285607","Superbe appartement meublé à la cité Mixta","2","","","Cite Mixta","Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e60a52786a0f1206b2742a1dfb7ef8ca/-/horizon-files-prod/ed/picture/qq4q85xj/adbbc843254a6f8b97ee0d42bb8444e8928b2515.jpg"
"1707690381-57","https://www.expat-dakar.com/appartements-meubles?page=5","2 Chambres,Salon meublés aux Mamelles
2 chambre140 m²
Mamelles,
Dakar

vendredi, 12:59

45 000 F Cfa

786018145","https://www.expat-dakar.com/annonce/2-chambressalon-meubles-aux-mamelles-5950535","2 Chambres,Salon meublés aux Mamelles","2","","140 m²","Mamelles","Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/291a8bbbbab4393f44183d44339e1e63/-/horizon-files-prod/ed/picture/qgq9dxzn/378b3a9b480b966093e3a4a034256f29a29388a7.jpg"
"1707690383-31","https://www.expat-dakar.com/appartements-meubles?page=95","Appartement meublé Mixta
2 chambre
Hlm grand-yoff,
Dakar

26. nov. '22, 10:54

25 000 F Cfa

781893040

772080202","https://www.expat-dakar.com/annonce/appartement-meuble-mixta-4813156","Appartement meublé Mixta","2","1","","Hlm grand-yoff","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ac96ab0df769fe3e11301ece66fcfcae/-/horizon-files-prod/ed/picture/qmz9m42/6c6e1556ada3513b1efbf06e36bef87919356cb6.jpg"
"1707690384-58","https://www.expat-dakar.com/appartements-meubles?page=5","Allmadies derrière 2k plaza
2 chambre200 m²
Almadies,
Dakar

vendredi, 13:39

Vendeur vérifié

850 000 F Cfa

781156032","https://www.expat-dakar.com/annonce/allmadies-derriere-2k-plaza-6000782","Allmadies derrière 2k plaza","2","3","200 m²","Almadies","Dakar","850 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4de1b4c61bec8fba60480034b01c9140/-/horizon-files-prod/ed/picture/qpd65q0v/4fbe4f077f17b981bff2cb67c9788c9c0d4198a9.jpg"
"1707690386-32","https://www.expat-dakar.com/appartements-meubles?page=95","Studio meublé à la Cité Biagui

Yoff,
Dakar

1. déc. '22, 11:41

25 000 F Cfa

775117352

773674237

775117352","https://www.expat-dakar.com/annonce/studio-meuble-a-la-cite-biagui-2870982","Studio meublé à la Cité Biagui","","","","Yoff","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/eac1e83f8465ead097094fae49ab7328/-/horizon-files-prod/ed/picture/qpqg5em/d09a4f909dffe8bd9097f2fc94b4e216eef1ac7d.jpg"
"1707690387-59","https://www.expat-dakar.com/appartements-meubles?page=5","Luxueux appartements Meublés F4, F3 et F2 à Thiès

Thiès,
Thiès

vendredi, 15:46

25 000 F Cfa

775631616","https://www.expat-dakar.com/annonce/luxueux-appartements-meubles-f4-f3-et-f2-a-thies-5941810","Luxueux appartements Meublés F4, F3 et F2 à Thiès","","","","Thiès","Thiès","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c6094d90d785715b0d0780eda1c60850/-/horizon-files-prod/ed/picture/qrzvj25n/1441e5c014ac8e5d42438fe900743c7ee33af951.jpg"
"1707690388-33","https://www.expat-dakar.com/appartements-meubles?page=95","Chic appartement à Ngor Almadies
2 chambre
Almadies,
Dakar

2. déc. '22, 19:27

35 000 F Cfa

773780262

761472486

761472486","https://www.expat-dakar.com/annonce/chic-appartement-a-ngor-almadies-3687813","Chic appartement à Ngor Almadies","2","1","","Almadies","Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9d7e51258bf9a06391aa46b5c8e69ba/-/horizon-files-prod/ed/picture/qgr648n/b7cb1f08950cf5fe7e8f1372479bccd2a5796e67.jpg"
"1707690390-60","https://www.expat-dakar.com/appartements-meubles?page=5","Joli studio très moderne
1 chambre
Mamelles,
Dakar

vendredi, 15:48

25 000 F Cfa

775631616","https://www.expat-dakar.com/annonce/joli-studio-tres-moderne-4018946","Joli studio très moderne","1","1","","Mamelles","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/28aac820e8c430ceb19e54984e75b2a0/-/horizon-files-prod/ed/picture/qv6ez0k/a2a7860d0c8ce49e8dfb0964185d4ec04c2ee256.jpg"
"1707690391-34","https://www.expat-dakar.com/appartements-meubles?page=95","Studio meublé à louer au Front de terre
1 chambre26 m²
Zone de captage,
Dakar

9. janv., 19:30

15 000 F Cfa

776608043

776796778","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-au-front-de-terre-3502445","Studio meublé à louer au Front de terre","1","1","26 m²","Zone de captage","Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7997d45c89780a1ee2b6d3b7c8ee5ae6/-/horizon-files-prod/ed/picture/q74kk98/57fc0e74dd86af3f23878433c9810c9079c769e5.jpg"
"1707690392-61","https://www.expat-dakar.com/appartements-meubles?page=5","Joli appartement F3 Mamelles
2 chambre
Mamelles,
Dakar

vendredi, 16:33

850 000 F Cfa

775631616","https://www.expat-dakar.com/annonce/joli-appartement-f3-mamelles-6000897","Joli appartement F3 Mamelles","2","2","","Mamelles","Dakar","850 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/50ca2d16bf41ea4480d64db645dfb697/-/horizon-files-prod/ed/picture/q4482qq4/f9dce9c724829280f5ce85f0e53aba8535f059f7.jpg"
"1707690393-35","https://www.expat-dakar.com/appartements-meubles?page=95","Studio meublé à louer virage
1 chambre80 m²
Virage,
Dakar

12. déc. '22, 09:17

350 000 F Cfa

775597743","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-virage-5209528","Studio meublé à louer virage","1","","80 m²","Virage","Dakar","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/253281687ee51f1a39b3fcdce050c7ea/-/horizon-files-prod/ed/picture/qwemrrj6/cec65d37d1694077bc872a7c39d74fdd1137bf5b.jpg"
"1707690395-62","https://www.expat-dakar.com/appartements-meubles?page=5","Studio meublé
1 chambre75 m²
Hann maristes,
Dakar

vendredi, 17:18

22 000 F Cfa

776447400

776342092

775342092","https://www.expat-dakar.com/annonce/studio-meuble-5462770","Studio meublé","1","1","75 m²","Hann maristes","Dakar","22 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c3df16393b28c384563ab7c085f8f157/-/horizon-files-prod/ed/picture/q9mmr0zv/0accbd4185f22bf0878b6d9356e68ef53060e97a.jpg"
"1707690396-36","https://www.expat-dakar.com/appartements-meubles?page=95","Joli studio à louer aux mamelles vue sur mer
1 chambre
Mamelles,
Dakar

12. déc. '22, 12:59

35 000 F Cfa

783004343","https://www.expat-dakar.com/annonce/joli-studio-a-louer-aux-mamelles-vue-sur-mer-4446276","Joli studio à louer aux mamelles vue sur mer","1","2","","Mamelles","Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ab3513c1ac371957188620ef82bb3bb3/-/horizon-files-prod/ed/picture/qr9d405/3a6c5bd767c8255d035da3e55c915b166641dc9f.jpg"
"1707690399-37","https://www.expat-dakar.com/appartements-meubles?page=95","A La Une

Jolie villa meublée à louer à ngor virage
4 chambre
Virage,
Dakar

18. janv., 13:15

Vendeur vérifié

150 000 F Cfa

778057481

708832038","https://www.expat-dakar.com/annonce/jolie-villa-meublee-a-louer-a-ngor-virage-5984029","Jolie villa meublée à louer à ngor virage","4","","","Virage","Dakar","150 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/85229d5a57e9471ef598fd0add70f53a/-/horizon-files-prod/ed/picture/qq47vpnw/69fde8e8d3c10f65137eb46a1cc3126ea7ef2b7f.jpg"
"1707690399-63","https://www.expat-dakar.com/appartements-meubles?page=5","Bel appartement meublé
3 chambre150 m²
Mermoz,
Dakar

vendredi, 18:12

Vendeur vérifié

1 000 000 F Cfa

775440981","https://www.expat-dakar.com/annonce/bel-appartement-meuble-6000968","Bel appartement meublé","3","2","150 m²","Mermoz","Dakar","1 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a26895e2ad3d874ddb83043c7c625195/-/horizon-files-prod/ed/picture/qv4e05rg/808d8d5245cfb2ca29e34752cda0d45a7e308800.jpg"
"1707690404-38","https://www.expat-dakar.com/appartements-meubles?page=94","appartement f3 meublé cité mourtala
2 chambre
VDN,
Dakar

13. déc. '22, 17:20

800 000 F Cfa

772929393","https://www.expat-dakar.com/annonce/appartement-f3-meuble-cite-mourtala-4847108","appartement f3 meublé cité mourtala","2","3","","VDN","Dakar","800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5dc99ea1ce9e4f1fdaad6f641eae608e/-/horizon-files-prod/ed/picture/q8j848z/9637e256bbf322124e67723f62bc32fe2011820d.jpg"
"1707690406-39","https://www.expat-dakar.com/appartements-meubles?page=94","FANN MERMOZ APPARTEMENT F3 MEUBLÉ À LOUER
2 chambre0 m²
Mermoz,
Dakar

20. déc. '22, 20:39

70 000 F Cfa

766032969

772311752","https://www.expat-dakar.com/annonce/fann-mermoz-appartement-f3-meuble-a-louer-5284284","FANN MERMOZ APPARTEMENT F3 MEUBLÉ À LOUER","2","2","0 m²","Mermoz","Dakar","70 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6d0e3d080442b1d8ccf519d3787ccd64/-/horizon-files-prod/ed/picture/qderj95g/0e634b8504a15e312a19feb1d536262fb103fda5.jpg"
"1707690408-40","https://www.expat-dakar.com/appartements-meubles?page=94","Un joli appartement de 4 chambres salon meublé à louer
4 chambre205 m²
Almadies,
Dakar

9. janv. '23, 22:25

60 000 F Cfa

767593850","https://www.expat-dakar.com/annonce/un-joli-appartement-de-4-chambres-salon-meuble-a-louer-5198723","Un joli appartement de 4 chambres salon meublé à louer","4","","205 m²","Almadies","Dakar","60 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/af5f4536e14247817746131b5ec0173e/-/horizon-files-prod/ed/picture/q78vwj5d/93e957591a61b4763909de66c692e585454c46b3.jpg"
"1707690409-64","https://www.expat-dakar.com/appartements-meubles?page=4","FANN RÉSIDENCE, LOFT PARADISIAQUE À LOUER
2 chambre125 m²
Fann,
Dakar

vendredi, 18:51

900 000 F Cfa

778298993","https://www.expat-dakar.com/annonce/fann-residence-loft-paradisiaque-a-louer-6000950","FANN RÉSIDENCE, LOFT PARADISIAQUE À LOUER","2","","125 m²","Fann","Dakar","900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/196bff76c7fc32acfa989b82c4ab2f60/-/horizon-files-prod/ed/picture/qwe2950j/c7fe1fe292301f4bff911fff8c5457328a443b88.jpg"
"1707690411-41","https://www.expat-dakar.com/appartements-meubles?page=94","Appartement meublé à louer à Almadies
2 chambre
Ngor,
Dakar

10. janv. '23, 12:58

800 000 F Cfa

775597743","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-a-almadies-2725250","Appartement meublé à louer à Almadies","2","","","Ngor","Dakar","800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/45bf0f7c08208bbf30c230eda1a6d43e/-/horizon-files-prod/ed/picture/migrated/qe9w9wk/9a2a76770e1868742e353e6899d18dbf6f309825.jpg"
"1707690413-42","https://www.expat-dakar.com/appartements-meubles?page=94","Appartement neuf meublé à louer corniche mamelles
2 chambre120 m²
Mamelles,
Dakar

10. janv. '23, 12:59

900 000 F Cfa

775597743","https://www.expat-dakar.com/annonce/appartement-neuf-meuble-a-louer-corniche-mamelles-4439055","Appartement neuf meublé à louer corniche mamelles","2","3","120 m²","Mamelles","Dakar","900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e3d76e894eaec8bedaf2e6120ffa0876/-/horizon-files-prod/ed/picture/qxr50n8/6784493795a69a7dac631d919d68f29bd0e19cbc.jpg"
"1707690413-65","https://www.expat-dakar.com/appartements-meubles?page=4","Appartement à Mermoz Pyrotechnique
3 chambre
Mermoz,
Dakar

vendredi, 19:10

35 000 F Cfa

775343424

778895277","https://www.expat-dakar.com/annonce/appartement-a-mermoz-pyrotechnique-5968884","Appartement à Mermoz Pyrotechnique","3","2","","Mermoz","Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/56f7c6a8b7881abac07fc3489e377557/-/horizon-files-prod/ed/picture/qdek4j25/516421c84b00062e796f8d4a341e233dd039ddb4.jpg"
"1707690416-43","https://www.expat-dakar.com/appartements-meubles?page=94","Chambres meublées à scat urbam

Hlm grand-yoff,
Dakar

13. janv. '23, 10:05

12 500 F Cfa

705185840

778773155

781052696","https://www.expat-dakar.com/annonce/chambres-meublees-a-scat-urbam-3639616","Chambres meublées à scat urbam","","","","Hlm grand-yoff","Dakar","12 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/42d449a8d1e5c5851164ef7ae416d367/-/horizon-files-prod/ed/picture/qp97ezw/4338a5712ad24e85819495d9751991b560725911.jpg"
"1707690418-44","https://www.expat-dakar.com/appartements-meubles?page=94","STUDIO A LOUER A NGOR-ALMADIES
1 chambre80 m²
Ngor,
Dakar

21. janv. '23, 16:44

35 000 F Cfa

785393382

775452867","https://www.expat-dakar.com/annonce/studio-a-louer-a-ngor-almadies-5311447","STUDIO A LOUER A NGOR-ALMADIES","1","1","80 m²","Ngor","Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dda50964a2b057a820f90fa186986fd1/-/horizon-files-prod/ed/picture/q0gpvrgd/1dad2b12257888155d0390f8d51b45052d1d575e.jpg"
"1707690418-66","https://www.expat-dakar.com/appartements-meubles?page=4","Superbe et spacieux appartement à louer !
3 chambre
Almadies,
Dakar

vendredi, 19:33

65 000 F Cfa

774389140","https://www.expat-dakar.com/annonce/superbe-et-spacieux-appartement-a-louer-5753513","Superbe et spacieux appartement à louer !","3","2","","Almadies","Dakar","65 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f2a6f38961016d920dd6aa9dc34f70bf/-/horizon-files-prod/ed/picture/qgqgj484/bae511a1f7bfcc0f532de47f6ae7211d41692966.jpg"
"1707690421-45","https://www.expat-dakar.com/appartements-meubles?page=94","Appartement meublé sicap foire

Sicap foire,
Dakar

27. janv. '23, 09:11

12 500 F Cfa

705185840

778773155

781052696","https://www.expat-dakar.com/annonce/appartement-meuble-sicap-foire-4949194","Appartement meublé sicap foire","","","","Sicap foire","Dakar","12 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9e7e174a1b181f90e55b63b44d07dc3a/-/horizon-files-prod/ed/picture/qwqz79k/1bc286a0ae2f9a709f6bbf594438843ba6612bf0.jpg"
"1707690421-67","https://www.expat-dakar.com/appartements-meubles?page=4","Appartement meublé F3 à Yoff Almadies
2 chambre
Ngor,
Dakar

vendredi, 19:40

40 000 F Cfa

773348745

776505204","https://www.expat-dakar.com/annonce/appartement-meuble-f3-a-yoff-almadies-2743596","Appartement meublé F3 à Yoff Almadies","2","","","Ngor","Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/708ed3e2a84df4daedbf7c3c31438367/-/horizon-files-prod/ed/picture/migrated/q2k2m4k/bfcb5e53c1a25a616267735b22bdb25922bd8506.jpg"
"1707690423-68","https://www.expat-dakar.com/appartements-meubles?page=4","Chambre meublée vip à Keur Massar
3 chambre150 m²
Keur Massar,
Dakar

vendredi, 23:00

15 000 F Cfa

780158351

761403886","https://www.expat-dakar.com/annonce/chambre-meublee-vip-a-keur-massar-5971260","Chambre meublée vip à Keur Massar","3","3","150 m²","Keur Massar","Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0b8917c181d8639508c426fd78e8d9e8/-/horizon-files-prod/ed/picture/qpd62e0x/c25807fbf3aee5d5f2c12df3532d74120b8c567b.jpg"
"1707690424-46","https://www.expat-dakar.com/appartements-meubles?page=94","Très bel Studio meublé cité africa
1 chambre
Ouakam,
Dakar

27. janv. '23, 17:15

500 000 F Cfa

772929393","https://www.expat-dakar.com/annonce/tres-bel-studio-meuble-cite-africa-5321200","Très bel Studio meublé cité africa","1","1","","Ouakam","Dakar","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/56165debcd05f06be1574da27b72ddaf/-/horizon-files-prod/ed/picture/q6x7wjdj/b54a948a9bd7119e7d7c2dc7e2dfe07c46f502eb.jpg"
"1707690426-47","https://www.expat-dakar.com/appartements-meubles?page=94","MARINA IMMO APPART
3 chambre150 m²
Liberte 2,
Dakar

1. févr. '23, 09:41

85 000 F Cfa

779475768

775318730","https://www.expat-dakar.com/annonce/marina-immo-appart-5318409","MARINA IMMO APPART","3","4","150 m²","Liberte 2","Dakar","85 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a743d8b0f8a4df932383fab832e8f1f7/-/horizon-files-prod/ed/picture/q44j97pz/1d1018a8ccf5945d2cfc262b09df2f23c7a204f5.jpg"
"1707690426-69","https://www.expat-dakar.com/appartements-meubles?page=4","Studio meublé à louer ngor
1 chambre80 m²
Ngor,
Dakar

Hier, 03:01

375 000 F Cfa

775597743","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-ngor-5210083","Studio meublé à louer ngor","1","1","80 m²","Ngor","Dakar","375 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8c28b270e52ca6746558444ff71cb0fd/-/horizon-files-prod/ed/picture/q2jzk72p/6c0ee0e3da00480bb42ba98609a81f866a6ed9d6.jpg"
"1707690430-70","https://www.expat-dakar.com/appartements-meubles?page=4","Appartement meublé à louer virage
4 chambre200 m²
Virage,
Dakar

Hier, 03:03

1 000 000 F Cfa

775597743","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-virage-5876546","Appartement meublé à louer virage","4","5","200 m²","Virage","Dakar","1 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7b70511f460a00e52c5d40a1b4b17a22/-/horizon-files-prod/ed/picture/qv4e470j/8f66e20eaf6ba4c0f5d7722042b6b1eca3657d8f.jpg"
"1707690431-48","https://www.expat-dakar.com/appartements-meubles?page=93","Penthouse meublé f5 avec toutes les commodités.
4 chambre260 m²
Almadies,
Dakar

20. nov. '23, 13:12

1 200 000 F Cfa

776374549

772801780","https://www.expat-dakar.com/annonce/penthouse-meuble-f5-avec-toutes-les-commodites-5185009","Penthouse meublé f5 avec toutes les commodités.","4","4","260 m²","Almadies","Dakar","1 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/be4972c8f39a37f45ef212ceb0f32690/-/horizon-files-prod/ed/picture/q44jdxk5/b2cf95ec8a68a63c88e8ffa4408307f171ea69f9.jpg"
"1707690433-71","https://www.expat-dakar.com/appartements-meubles?page=4","Appartement meublé à louer mamelles
3 chambre200 m²
Mamelles,
Dakar

Hier, 03:04

700 000 F Cfa

775597743","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-mamelles-5963700","Appartement meublé à louer mamelles","3","3","200 m²","Mamelles","Dakar","700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6f9482444ec5f1a1f67426a77836f364/-/horizon-files-prod/ed/picture/q6xkzxwn/16fbf8a681cb7f23758574743d47f6760252c517.jpg"
"1707690434-49","https://www.expat-dakar.com/appartements-meubles?page=93","Chambre / Studio meublé à fass
1 chambre
Médina,
Dakar

14. nov. '23, 08:30

10 000 F Cfa

774926302","https://www.expat-dakar.com/annonce/chambre-studio-meuble-a-fass-5391395","Chambre / Studio meublé à fass","1","2","","Médina","Dakar","10 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/003890ef547c0bcee84b7c2f2b2f2b6d/-/horizon-files-prod/ed/picture/qq44qwz6/03feaf7296e70a6e3666ed1a9b74f14af21ff1ad.jpg"
"1707690436-50","https://www.expat-dakar.com/appartements-meubles?page=93","Appartement à louer

Ouest foire,
Dakar

3. févr. '23, 11:38

35 000 F Cfa

772164251","https://www.expat-dakar.com/annonce/appartement-a-louer-4044574","Appartement à louer","","","","Ouest foire","Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/74aafdcbbd9343b976f03775ef010644/-/horizon-files-prod/ed/picture/q8wm6xp/03b214d7d3e72cca9014d26375406f85f0843877.jpg"
"1707690436-72","https://www.expat-dakar.com/appartements-meubles?page=4","Location de studios à Sud Foire
1 chambre
Sud foire,
Dakar

Hier, 08:46

25 000 F Cfa

779348397

777026240","https://www.expat-dakar.com/annonce/location-de-studios-a-sud-foire-2726336","Location de studios à Sud Foire","1","","","Sud foire","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9aaff669902da020e3c744cb2e34f5fd/-/horizon-files-prod/ed/picture/migrated/qm047n9/1299ad14635fa336b08f150a682e25cf15bbdfd7.jpg"
"1707690439-51","https://www.expat-dakar.com/appartements-meubles?page=93","Appartements meublés de Luxe à louer à liberté 2
3 chambre150 m²
Liberte 2,
Dakar

6. févr. '23, 17:20

85 000 F Cfa

779475768

775318730","https://www.expat-dakar.com/annonce/appartements-meubles-de-luxe-a-louer-a-liberte-2-5318281","Appartements meublés de Luxe à louer à liberté 2","3","4","150 m²","Liberte 2","Dakar","85 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/be64c7bc12898408de922a62fd940b9f/-/horizon-files-prod/ed/picture/qj4mg2q4/d75851a7553367b66144028459ef27120f666ceb.jpg"
"1707690440-73","https://www.expat-dakar.com/appartements-meubles?page=4","Mini studio

Yoff,
Dakar

Hier, 08:47

20 000 F Cfa

773495817

782111551","https://www.expat-dakar.com/annonce/mini-studio-2792155","Mini studio","","","","Yoff","Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/25161c40a40e9db148713175f8c6c920/-/horizon-files-prod/ed/picture/migrated/qrn6jxq/42ef21b74f952176d61443cade5ba21ea6d1d352.jpg"
"1707690441-52","https://www.expat-dakar.com/appartements-meubles?page=93","Appartement F3 meublé Grand Yoff

Grand-Yoff,
Dakar

7. nov. '23, 10:56

18 000 F Cfa

771128787","https://www.expat-dakar.com/annonce/appartement-f3-meuble-grand-yoff-5379421","Appartement F3 meublé Grand Yoff","","","","Grand-Yoff","Dakar","18 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a86435af08155569b8aa9219824b24e0/-/horizon-files-prod/ed/picture/qzv2gp6d/9a81cda68f03289db48b3a110c586e534e4762fe.jpg"
"1707690443-53","https://www.expat-dakar.com/appartements-meubles?page=93","Chambres Vip avec mini salon à Ngor Almadies
1 chambre70 m²
Ngor,
Dakar

10. févr. '23, 18:15

20 000 F Cfa

773780262

761472486

761472486","https://www.expat-dakar.com/annonce/chambres-vip-avec-mini-salon-a-ngor-almadies-3042270","Chambres Vip avec mini salon à Ngor Almadies","1","1","70 m²","Ngor","Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1a064dce7d3b433646d5e0da134637db/-/horizon-files-prod/ed/picture/q964zz0/c15b8a9ac78a44a4993f261b871982cc9ede5574.jpg"
"1707690446-54","https://www.expat-dakar.com/appartements-meubles?page=93","Studio meublé à liberté 6 extension
1 chambre
Liberte 6 extension,
Dakar

19. févr. '23, 13:32

15 000 F Cfa

760190000

770333540","https://www.expat-dakar.com/annonce/studio-meuble-a-liberte-6-extension-5178021","Studio meublé à liberté 6 extension","1","1","","Liberte 6 extension","Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d26c817ccf154b4f6d88aa4c34189b54/or%3D0/horizon-files-prod/ed/picture/qzv24zjq/321b006eae716515195a72ce57846b4391ff8ac0.jpg"
"1707690446-74","https://www.expat-dakar.com/appartements-meubles?page=3","Chambre meublée au virage

Yoff,
Dakar

Hier, 08:47

12 500 F Cfa

773495817

782111551","https://www.expat-dakar.com/annonce/chambre-meublee-au-virage-2792675","Chambre meublée au virage","","","","Yoff","Dakar","12 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/358ababdb27e0ff848b79827ce43534a/-/horizon-files-prod/ed/picture/migrated/q40r6g4/a12a9f8adfe6d12df61b3247fae5ac4c67898372.jpg"
